,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
4613,17,75,2.0,0.0,1.0,7,69,1.0,1.0,1,2.0,1.0,0.0,2.0,4,0.0,0.0,0.0,0.0,D
4614,20,60,1.0,1.0,1.0,10,81,1.0,1.0,3,0.0,1.0,0.0,2.0,3,0.0,1.0,0.0,0.0,D
4615,18,88,1.0,1.0,0.0,7,64,0.0,1.0,0,1.0,0.0,0.0,2.0,4,0.0,1.0,1.0,0.0,D
4616,27,99,1.0,1.0,1.0,5,69,1.0,1.0,2,1.0,0.0,0.0,2.0,2,0.0,2.0,1.0,0.0,C
4617,3,99,1.0,0.0,1.0,7,68,1.0,1.0,2,2.0,1.0,1.0,1.0,3,0.0,0.0,0.0,1.0,D
4618,20,66,1.0,2.0,1.0,8,73,1.0,1.0,0,2.0,0.0,0.0,2.0,3,0.0,0.0,1.0,0.0,D
4620,17,83,1.0,1.0,1.0,6,89,2.0,1.0,0,0.0,1.0,0.0,2.0,4,0.0,2.0,0.0,0.0,D
4621,30,85,1.0,1.0,0.0,4,83,0.0,1.0,2,2.0,2.0,0.0,2.0,3,0.0,2.0,0.0,1.0,C
4622,15,90,2.0,2.0,1.0,8,51,2.0,1.0,2,2.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,D
4623,25,67,0.0,1.0,0.0,8,95,1.0,1.0,0,1.0,1.0,0.0,1.0,4,0.0,2.0,1.0,1.0,D
4624,22,98,1.0,2.0,1.0,5,79,1.0,0.0,2,2.0,1.0,0.0,1.0,5,0.0,0.0,1.0,0.0,C
4625,28,86,1.0,1.0,1.0,7,96,1.0,1.0,2,1.0,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,C
4626,16,94,2.0,1.0,0.0,7,98,1.0,1.0,0,0.0,1.0,0.0,1.0,4,0.0,0.0,1.0,1.0,D
4627,16,82,0.0,2.0,1.0,8,73,0.0,1.0,3,0.0,2.0,0.0,2.0,1,0.0,1.0,0.0,0.0,D
4628,27,77,1.0,2.0,1.0,6,96,0.0,1.0,0,1.0,2.0,0.0,2.0,3,0.0,2.0,1.0,0.0,C
4629,23,99,0.0,0.0,1.0,6,68,2.0,1.0,1,1.0,1.0,0.0,1.0,3,1.0,1.0,2.0,0.0,D
4631,17,95,2.0,1.0,0.0,5,54,0.0,1.0,2,2.0,2.0,0.0,1.0,2,0.0,1.0,1.0,1.0,D
4632,22,98,1.0,0.0,0.0,10,73,1.0,1.0,1,0.0,0.0,0.0,0.0,4,1.0,1.0,0.0,1.0,D
4633,25,87,2.0,2.0,1.0,8,84,0.0,1.0,2,2.0,1.0,0.0,2.0,4,0.0,1.0,1.0,0.0,C
4634,16,82,1.0,1.0,1.0,6,99,1.0,1.0,3,2.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
4635,3,60,1.0,1.0,1.0,5,76,1.0,1.0,0,1.0,2.0,1.0,1.0,4,0.0,0.0,1.0,1.0,E
4636,23,62,2.0,0.0,0.0,5,87,1.0,1.0,1,2.0,0.0,1.0,2.0,3,0.0,0.0,0.0,0.0,D
4637,13,68,1.0,1.0,1.0,8,95,1.0,1.0,2,0.0,0.0,1.0,2.0,4,0.0,0.0,1.0,0.0,D
4639,3,70,1.0,1.0,1.0,7,58,1.0,1.0,0,1.0,1.0,1.0,1.0,2,0.0,0.0,1.0,0.0,E
4640,25,72,1.0,1.0,1.0,4,92,2.0,1.0,1,0.0,1.0,1.0,0.0,2,1.0,0.0,0.0,0.0,D
4641,21,74,1.0,2.0,1.0,8,79,1.0,1.0,0,0.0,2.0,1.0,2.0,4,0.0,0.0,0.0,0.0,D
4642,19,77,2.0,1.0,1.0,8,88,1.0,0.0,3,0.0,1.0,0.0,2.0,3,0.0,1.0,1.0,0.0,D
4643,28,64,2.0,1.0,0.0,7,83,0.0,1.0,2,2.0,1.0,1.0,1.0,4,0.0,0.0,1.0,0.0,D
4644,24,62,2.0,0.0,1.0,7,53,1.0,1.0,0,1.0,1.0,0.0,2.0,6,0.0,2.0,0.0,1.0,D
4645,30,87,2.0,1.0,1.0,8,58,2.0,1.0,1,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0,C
4646,12,81,1.0,1.0,1.0,7,64,2.0,1.0,2,2.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
4647,20,78,1.0,2.0,1.0,8,64,1.0,1.0,2,2.0,1.0,1.0,2.0,2,0.0,0.0,1.0,1.0,D
4648,10,85,1.0,2.0,1.0,5,92,1.0,1.0,0,0.0,2.0,1.0,2.0,4,1.0,0.0,2.0,1.0,D
4649,19,93,2.0,2.0,0.0,8,80,1.0,1.0,1,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.0,C
4650,19,77,1.0,0.0,1.0,7,54,0.0,1.0,2,0.0,1.0,1.0,2.0,4,0.0,0.0,0.0,1.0,D
4651,24,86,1.0,2.0,1.0,9,69,2.0,1.0,1,1.0,2.0,0.0,1.0,3,0.0,2.0,0.0,0.0,C
4652,20,98,0.0,0.0,0.0,7,78,0.0,1.0,4,2.0,2.0,0.0,1.0,2,0.0,0.0,2.0,0.0,D
4653,24,94,1.0,1.0,0.0,7,63,1.0,1.0,1,0.0,2.0,0.0,1.0,3,0.0,0.0,0.0,0.0,C
4654,24,77,1.0,1.0,1.0,6,52,1.0,1.0,0,1.0,1.0,1.0,0.0,4,0.0,0.0,0.0,0.0,D
4655,33,86,1.0,1.0,0.0,9,69,1.0,0.0,0,1.0,1.0,0.0,1.0,3,0.0,1.0,0.0,1.0,C
4656,18,67,2.0,0.0,0.0,4,73,0.0,1.0,0,1.0,1.0,1.0,1.0,2,0.0,2.0,1.0,0.0,D
4657,14,82,0.0,1.0,1.0,8,95,1.0,1.0,1,0.0,1.0,1.0,1.0,3,0.0,2.0,1.0,0.0,D
4658,21,99,2.0,0.0,0.0,7,95,0.0,1.0,2,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0,C
4659,15,81,0.0,0.0,1.0,7,75,0.0,1.0,1,1.0,2.0,0.0,0.0,1,0.0,2.0,1.0,0.0,D
4660,29,97,2.0,1.0,1.0,7,74,1.0,1.0,1,1.0,0.0,0.0,2.0,4,1.0,0.0,0.0,1.0,C
4661,18,76,1.0,2.0,1.0,7,82,2.0,1.0,2,1.0,2.0,0.0,1.0,4,0.0,2.0,0.0,1.0,C
4662,17,100,2.0,2.0,0.0,8,63,0.0,1.0,1,0.0,1.0,1.0,2.0,5,0.0,0.0,0.0,0.0,C
4663,17,83,0.0,1.0,0.0,6,64,1.0,1.0,1,1.0,1.0,1.0,2.0,4,0.0,0.0,0.0,1.0,D
4664,24,62,1.0,0.0,1.0,7,50,1.0,1.0,1,2.0,2.0,1.0,0.0,2,0.0,2.0,0.0,0.0,D
4665,19,83,2.0,0.0,1.0,8,54,1.0,1.0,1,0.0,1.0,1.0,2.0,4,0.0,0.0,1.0,0.0,D
4666,16,71,0.0,0.0,1.0,6,59,2.0,1.0,1,0.0,2.0,0.0,2.0,3,0.0,2.0,0.0,0.0,B
4667,30,61,0.0,2.0,1.0,8,82,0.0,1.0,2,0.0,2.0,0.0,1.0,3,0.0,2.0,0.0,1.0,D
4668,15,93,1.0,1.0,0.0,8,61,2.0,1.0,1,1.0,1.0,0.0,1.0,4,0.0,0.0,0.0,1.0,D
4669,20,71,0.0,2.0,1.0,6,56,2.0,1.0,5,1.0,1.0,1.0,2.0,5,0.0,1.0,0.0,0.0,D
4670,24,92,0.0,2.0,1.0,5,81,1.0,1.0,2,0.0,1.0,1.0,0.0,3,1.0,0.0,0.0,0.0,D
4671,10,72,1.0,1.0,1.0,6,83,1.0,1.0,0,1.0,1.0,0.0,2.0,4,0.0,0.0,0.0,0.0,D
4672,23,68,1.0,2.0,0.0,7,53,2.0,1.0,3,2.0,1.0,0.0,1.0,3,0.0,0.0,1.0,1.0,D
4673,14,99,1.0,1.0,0.0,7,89,2.0,0.0,0,1.0,1.0,1.0,2.0,2,0.0,2.0,2.0,1.0,D
4674,25,74,2.0,1.0,1.0,9,80,1.0,1.0,4,1.0,1.0,0.0,2.0,3,0.0,1.0,1.0,1.0,C
4675,14,84,1.0,2.0,1.0,6,70,2.0,1.0,2,2.0,1.0,0.0,2.0,3,0.0,1.0,0.0,1.0,D
4676,24,84,0.0,1.0,1.0,6,99,1.0,1.0,1,1.0,2.0,0.0,2.0,2,0.0,2.0,2.0,1.0,C
4677,27,82,1.0,1.0,0.0,8,51,2.0,1.0,3,2.0,1.0,0.0,1.0,2,0.0,1.0,0.0,0.0,C
4678,25,97,1.0,1.0,1.0,6,77,0.0,1.0,1,0.0,2.0,1.0,2.0,4,0.0,2.0,0.0,0.0,C
4679,22,87,1.0,2.0,1.0,6,58,1.0,1.0,0,0.0,1.0,1.0,1.0,4,0.0,0.0,0.0,1.0,D
4680,19,76,1.0,0.0,1.0,6,66,1.0,1.0,1,2.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
4681,17,94,2.0,2.0,1.0,4,57,1.0,1.0,4,1.0,2.0,0.0,1.0,4,0.0,0.0,1.0,0.0,C
4682,29,67,2.0,0.0,1.0,8,83,1.0,1.0,2,0.0,1.0,1.0,2.0,4,1.0,0.0,0.0,1.0,D
4683,16,82,0.0,1.0,1.0,8,70,2.0,1.0,4,0.0,2.0,0.0,1.0,4,0.0,1.0,0.0,1.0,D
4684,14,98,1.0,1.0,1.0,8,99,0.0,1.0,0,2.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
4685,24,85,1.0,1.0,1.0,10,83,0.0,1.0,1,1.0,2.0,0.0,2.0,4,0.0,1.0,1.0,1.0,C
4686,15,93,2.0,1.0,1.0,9,96,1.0,1.0,1,1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,D
4687,14,86,2.0,2.0,1.0,6,62,1.0,1.0,1,1.0,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,D
4688,11,94,1.0,1.0,0.0,9,66,1.0,0.0,2,0.0,2.0,1.0,2.0,2,0.0,0.0,1.0,0.0,D
4689,17,98,1.0,2.0,1.0,7,68,1.0,1.0,1,0.0,1.0,0.0,2.0,4,0.0,1.0,1.0,0.0,C
4690,20,71,1.0,0.0,1.0,6,92,2.0,1.0,1,0.0,1.0,1.0,0.0,4,0.0,1.0,0.0,0.0,D
4691,21,67,1.0,0.0,0.0,6,61,1.0,1.0,0,0.0,1.0,1.0,2.0,3,0.0,0.0,1.0,1.0,D
4692,26,79,1.0,0.0,0.0,7,97,1.0,1.0,1,2.0,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,D
4693,23,88,1.0,0.0,1.0,7,52,1.0,1.0,0,1.0,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
4694,19,69,1.0,1.0,1.0,9,94,1.0,1.0,1,0.0,2.0,0.0,2.0,3,0.0,0.0,1.0,0.0,D
4695,19,60,1.0,1.0,0.0,8,73,2.0,1.0,3,1.0,0.0,1.0,1.0,3,0.0,0.0,0.0,0.0,D
4696,23,74,1.0,2.0,1.0,6,76,1.0,1.0,0,1.0,2.0,1.0,0.0,4,0.0,0.0,0.0,0.0,D
4697,28,99,2.0,0.0,0.0,5,100,1.0,1.0,6,1.0,1.0,1.0,1.0,5,0.0,0.0,1.0,1.0,C
4698,21,88,1.0,1.0,0.0,8,94,1.0,1.0,0,1.0,2.0,0.0,1.0,3,0.0,1.0,0.0,0.0,C
4699,17,76,1.0,2.0,1.0,8,95,0.0,1.0,1,0.0,1.0,1.0,1.0,4,0.0,2.0,0.0,1.0,D
4700,14,68,2.0,2.0,1.0,9,79,0.0,1.0,2,0.0,1.0,1.0,2.0,4,0.0,1.0,0.0,1.0,D
4701,11,74,1.0,2.0,1.0,7,98,0.0,1.0,1,0.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
4702,24,67,0.0,2.0,0.0,8,84,2.0,1.0,0,0.0,1.0,0.0,1.0,1,0.0,1.0,0.0,1.0,D
4703,23,64,0.0,1.0,0.0,8,91,1.0,1.0,2,0.0,1.0,0.0,0.0,3,0.0,0.0,2.0,1.0,D
4705,19,100,0.0,2.0,1.0,7,89,2.0,1.0,2,2.0,0.0,1.0,1.0,3,0.0,1.0,1.0,0.0,C
4706,28,67,2.0,2.0,0.0,8,82,0.0,1.0,1,2.0,0.0,0.0,1.0,4,0.0,0.0,0.0,1.0,D
4707,17,62,1.0,0.0,0.0,8,86,2.0,1.0,2,1.0,1.0,0.0,1.0,4,0.0,0.0,1.0,1.0,D
4708,26,73,0.0,2.0,0.0,7,72,1.0,1.0,1,0.0,0.0,1.0,1.0,3,0.0,1.0,2.0,0.0,D
4709,20,78,2.0,1.0,1.0,10,85,1.0,1.0,1,2.0,2.0,1.0,0.0,3,0.0,0.0,0.0,0.0,D
4710,16,68,1.0,0.0,1.0,10,64,1.0,1.0,2,2.0,0.0,0.0,0.0,2,0.0,0.0,1.0,0.0,D
4711,24,72,1.0,1.0,1.0,7,82,2.0,1.0,2,1.0,1.0,1.0,2.0,4,0.0,0.0,2.0,0.0,D
4712,22,68,1.0,2.0,0.0,7,76,1.0,1.0,1,1.0,1.0,0.0,2.0,4,0.0,0.0,0.0,0.0,D
4713,22,91,0.0,1.0,1.0,8,95,1.0,1.0,1,0.0,2.0,1.0,1.0,2,0.0,0.0,0.0,0.0,C
4714,20,89,1.0,2.0,0.0,7,84,0.0,1.0,5,2.0,1.0,0.0,1.0,3,0.0,2.0,1.0,0.0,C
4715,20,85,2.0,0.0,1.0,9,80,1.0,1.0,3,0.0,1.0,1.0,1.0,3,0.0,2.0,1.0,0.0,D
4716,34,75,0.0,1.0,1.0,5,66,1.0,1.0,0,0.0,1.0,1.0,2.0,3,0.0,0.0,0.0,0.0,D
4717,27,96,1.0,1.0,0.0,7,93,1.0,1.0,2,1.0,1.0,0.0,1.0,2,0.0,1.0,0.0,0.0,C
4718,24,99,2.0,1.0,0.0,8,53,2.0,1.0,1,0.0,1.0,1.0,1.0,3,1.0,0.0,0.0,0.0,C
4719,21,67,1.0,1.0,1.0,9,95,2.0,1.0,1,1.0,1.0,1.0,2.0,4,0.0,0.0,0.0,0.0,D
4720,26,69,1.0,1.0,1.0,5,83,1.0,1.0,4,1.0,2.0,1.0,1.0,2,0.0,0.0,1.0,1.0,D
4721,23,81,2.0,0.0,0.0,6,59,1.0,1.0,2,2.0,2.0,1.0,1.0,1,0.0,2.0,0.0,1.0,D
4722,20,64,2.0,0.0,0.0,4,95,1.0,1.0,4,1.0,1.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
4723,18,77,1.0,0.0,0.0,6,66,2.0,1.0,3,1.0,2.0,0.0,2.0,3,0.0,1.0,1.0,0.0,D
4724,20,83,2.0,2.0,1.0,5,58,1.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
4725,1,81,1.0,1.0,1.0,8,66,1.0,1.0,1,0.0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.0,D
4726,21,73,2.0,1.0,0.0,7,98,2.0,1.0,0,2.0,2.0,0.0,2.0,4,1.0,2.0,0.0,0.0,D
4727,17,82,2.0,1.0,0.0,7,88,1.0,1.0,1,1.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,D
4728,30,98,1.0,2.0,1.0,7,96,1.0,1.0,1,1.0,1.0,1.0,1.0,3,0.0,2.0,0.0,1.0,C
4729,20,68,1.0,0.0,0.0,9,65,0.0,1.0,1,2.0,1.0,0.0,0.0,5,0.0,1.0,0.0,0.0,D
4730,13,86,1.0,0.0,1.0,5,54,1.0,1.0,3,2.0,2.0,0.0,1.0,3,1.0,1.0,0.0,0.0,D
4731,20,62,2.0,1.0,1.0,4,78,1.0,0.0,1,2.0,1.0,1.0,2.0,4,0.0,0.0,1.0,1.0,D
4732,14,63,2.0,2.0,0.0,8,74,1.0,1.0,1,0.0,1.0,1.0,1.0,4,0.0,2.0,1.0,1.0,D
4733,23,82,0.0,1.0,1.0,6,86,1.0,1.0,0,2.0,1.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
4734,22,64,2.0,1.0,0.0,5,77,1.0,1.0,1,2.0,1.0,1.0,0.0,2,0.0,1.0,0.0,0.0,D
4735,26,61,2.0,1.0,1.0,8,70,0.0,1.0,1,1.0,1.0,1.0,1.0,4,1.0,2.0,1.0,0.0,D
4737,20,83,2.0,1.0,1.0,6,73,1.0,1.0,0,2.0,1.0,0.0,2.0,3,0.0,1.0,2.0,0.0,D
4738,12,88,0.0,1.0,1.0,4,56,1.0,1.0,0,0.0,2.0,1.0,1.0,2,0.0,0.0,2.0,0.0,D
4739,24,68,1.0,1.0,1.0,7,96,1.0,1.0,1,0.0,2.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
4740,23,87,2.0,2.0,1.0,9,96,2.0,1.0,1,1.0,1.0,1.0,2.0,1,0.0,1.0,0.0,1.0,C
4741,23,67,2.0,2.0,1.0,6,90,1.0,1.0,2,2.0,1.0,1.0,2.0,3,0.0,0.0,0.0,1.0,D
4742,20,85,1.0,1.0,0.0,6,58,0.0,1.0,0,0.0,1.0,1.0,0.0,2,0.0,2.0,0.0,0.0,D
4743,22,76,1.0,1.0,1.0,10,57,1.0,1.0,1,1.0,2.0,1.0,1.0,3,0.0,0.0,2.0,0.0,D
4744,30,86,2.0,1.0,0.0,8,78,1.0,1.0,4,1.0,0.0,0.0,2.0,2,0.0,1.0,2.0,0.0,C
4745,18,100,2.0,1.0,1.0,10,86,1.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,C
4746,21,98,1.0,1.0,1.0,7,95,0.0,1.0,3,2.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,C
4747,13,60,0.0,2.0,1.0,7,95,1.0,1.0,1,0.0,1.0,1.0,2.0,1,0.0,0.0,0.0,1.0,D
4748,15,95,2.0,1.0,1.0,9,58,0.0,1.0,2,0.0,2.0,1.0,1.0,3,0.0,0.0,0.0,1.0,D
4749,21,63,2.0,1.0,0.0,7,100,1.0,1.0,1,2.0,1.0,1.0,1.0,2,0.0,2.0,1.0,1.0,D
4750,27,98,2.0,2.0,0.0,7,58,1.0,1.0,1,2.0,1.0,0.0,2.0,3,0.0,2.0,2.0,1.0,C
4751,18,71,2.0,0.0,1.0,4,92,1.0,1.0,1,0.0,1.0,0.0,0.0,4,1.0,1.0,0.0,1.0,D
4752,19,75,1.0,2.0,1.0,10,79,1.0,1.0,1,1.0,1.0,0.0,1.0,2,0.0,0.0,0.0,1.0,D
4753,18,64,2.0,1.0,1.0,8,84,1.0,0.0,2,1.0,1.0,0.0,1.0,3,0.0,1.0,0.0,1.0,D
4754,17,64,2.0,2.0,0.0,7,80,0.0,1.0,3,1.0,1.0,1.0,2.0,4,0.0,0.0,0.0,0.0,D
4755,22,89,1.0,2.0,0.0,8,93,1.0,1.0,2,2.0,0.0,1.0,1.0,5,0.0,0.0,0.0,0.0,C
4756,11,98,2.0,2.0,1.0,5,82,2.0,1.0,1,1.0,1.0,1.0,1.0,2,0.0,2.0,0.0,0.0,C
4757,28,84,2.0,1.0,1.0,6,92,1.0,1.0,1,1.0,1.0,0.0,0.0,3,1.0,0.0,0.0,1.0,C
4758,16,89,2.0,1.0,1.0,8,58,0.0,1.0,2,0.0,1.0,0.0,1.0,3,0.0,1.0,1.0,0.0,D
4759,24,90,1.0,2.0,0.0,7,93,0.0,1.0,1,0.0,2.0,0.0,1.0,2,1.0,2.0,0.0,0.0,C
4760,12,71,1.0,0.0,0.0,8,100,1.0,1.0,2,2.0,1.0,0.0,1.0,3,1.0,1.0,0.0,0.0,D
4761,24,62,1.0,2.0,0.0,7,83,0.0,1.0,1,1.0,0.0,0.0,1.0,2,0.0,1.0,1.0,1.0,D
4762,24,60,1.0,1.0,1.0,8,99,1.0,1.0,2,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0.0,D
4763,22,74,1.0,0.0,0.0,5,61,1.0,1.0,1,0.0,1.0,0.0,2.0,3,0.0,2.0,0.0,1.0,D
4764,14,70,1.0,1.0,1.0,9,91,2.0,1.0,2,1.0,1.0,0.0,1.0,4,0.0,0.0,0.0,1.0,D
4765,21,62,1.0,0.0,0.0,6,58,1.0,1.0,2,0.0,2.0,1.0,1.0,3,0.0,1.0,1.0,1.0,D
4766,13,67,2.0,2.0,1.0,7,76,1.0,1.0,2,0.0,1.0,1.0,1.0,5,0.0,0.0,0.0,0.0,D
4767,18,65,1.0,2.0,0.0,6,83,0.0,1.0,1,1.0,2.0,1.0,1.0,2,0.0,0.0,0.0,0.0,D
4768,26,97,1.0,1.0,1.0,7,83,0.0,1.0,2,0.0,1.0,0.0,2.0,3,0.0,2.0,0.0,0.0,C
4769,25,66,1.0,2.0,1.0,7,84,0.0,1.0,2,2.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,D
4770,20,82,0.0,1.0,0.0,8,66,0.0,1.0,0,2.0,1.0,0.0,2.0,2,0.0,2.0,0.0,0.0,D
4771,14,84,2.0,2.0,0.0,8,99,1.0,0.0,3,1.0,2.0,0.0,1.0,4,0.0,2.0,0.0,1.0,C
4772,24,82,1.0,2.0,0.0,8,50,1.0,1.0,0,1.0,1.0,0.0,2.0,2,0.0,2.0,1.0,0.0,D
4774,6,73,1.0,1.0,0.0,8,93,0.0,1.0,0,0.0,1.0,1.0,1.0,1,1.0,0.0,2.0,1.0,E
4775,25,62,1.0,1.0,1.0,7,95,0.0,1.0,1,2.0,1.0,0.0,1.0,4,1.0,1.0,0.0,0.0,D
4776,20,76,1.0,2.0,1.0,7,86,1.0,1.0,2,1.0,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,D
4777,27,68,0.0,1.0,0.0,8,79,1.0,1.0,2,0.0,2.0,1.0,0.0,1,1.0,2.0,1.0,1.0,D
4778,13,82,1.0,2.0,0.0,5,73,0.0,1.0,4,0.0,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,D
4779,1,88,1.0,2.0,1.0,4,72,2.0,1.0,3,1.0,1.0,1.0,0.0,2,0.0,1.0,0.0,0.0,A
4780,22,81,2.0,1.0,1.0,9,71,1.0,1.0,2,2.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,D
4781,22,77,1.0,2.0,0.0,7,85,0.0,1.0,2,0.0,1.0,0.0,1.0,2,0.0,1.0,0.0,0.0,D
4782,10,75,1.0,1.0,0.0,8,87,0.0,1.0,2,1.0,1.0,0.0,2.0,4,1.0,0.0,0.0,1.0,D
4783,14,94,0.0,1.0,1.0,6,76,1.0,0.0,0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
4784,37,69,1.0,2.0,1.0,9,87,1.0,0.0,1,0.0,1.0,0.0,0.0,2,0.0,1.0,2.0,1.0,D
4785,18,89,1.0,0.0,0.0,8,76,2.0,1.0,0,0.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
4786,24,90,0.0,1.0,1.0,7,55,1.0,1.0,1,2.0,1.0,0.0,0.0,2,0.0,2.0,2.0,0.0,D
4788,7,72,1.0,1.0,1.0,4,94,1.0,1.0,4,1.0,1.0,1.0,2.0,4,0.0,2.0,0.0,0.0,D
4789,19,79,1.0,2.0,1.0,8,63,1.0,1.0,4,0.0,2.0,0.0,1.0,2,0.0,0.0,1.0,0.0,D
4790,18,64,1.0,2.0,1.0,9,89,0.0,1.0,1,1.0,2.0,1.0,1.0,3,0.0,0.0,1.0,0.0,D
4791,18,62,2.0,1.0,1.0,7,76,1.0,1.0,2,1.0,1.0,1.0,0.0,3,1.0,1.0,0.0,1.0,D
4792,19,64,1.0,1.0,1.0,7,56,1.0,1.0,0,0.0,1.0,1.0,1.0,4,0.0,0.0,0.0,1.0,D
4793,22,67,1.0,2.0,0.0,7,70,2.0,1.0,2,0.0,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,D
4794,19,80,2.0,1.0,1.0,9,54,1.0,1.0,0,0.0,1.0,0.0,0.0,2,0.0,2.0,1.0,0.0,D
4795,12,94,1.0,0.0,1.0,9,89,1.0,1.0,1,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,D
4796,23,69,1.0,2.0,1.0,6,60,1.0,1.0,2,0.0,2.0,1.0,0.0,4,0.0,0.0,0.0,0.0,D
4797,8,97,1.0,2.0,1.0,8,58,2.0,1.0,2,2.0,1.0,0.0,1.0,2,0.0,1.0,0.0,1.0,D
4798,8,98,0.0,1.0,1.0,7,60,1.0,1.0,1,2.0,2.0,1.0,0.0,3,0.0,2.0,0.0,1.0,D
4799,24,98,1.0,2.0,0.0,8,61,1.0,1.0,6,1.0,2.0,1.0,2.0,3,0.0,0.0,0.0,1.0,C
4800,23,94,2.0,1.0,1.0,6,84,2.0,1.0,0,0.0,2.0,0.0,1.0,3,0.0,2.0,0.0,0.0,C
4801,20,75,1.0,1.0,1.0,9,82,2.0,1.0,0,0.0,0.0,0.0,2.0,5,0.0,1.0,1.0,1.0,D
4802,12,63,1.0,1.0,0.0,8,56,0.0,1.0,4,1.0,1.0,0.0,2.0,4,0.0,1.0,1.0,0.0,D
4803,16,83,1.0,1.0,1.0,9,86,1.0,1.0,5,0.0,2.0,1.0,0.0,4,0.0,0.0,1.0,1.0,D
4804,18,82,1.0,1.0,1.0,5,67,2.0,0.0,1,1.0,2.0,0.0,1.0,4,0.0,1.0,0.0,0.0,D
4805,10,94,1.0,2.0,0.0,5,73,1.0,1.0,1,1.0,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,D
4806,16,100,1.0,2.0,0.0,10,56,1.0,1.0,1,2.0,1.0,0.0,1.0,2,0.0,0.0,0.0,1.0,D
4807,24,80,1.0,1.0,0.0,9,85,0.0,1.0,3,0.0,1.0,0.0,2.0,4,0.0,0.0,0.0,0.0,D
4808,29,74,1.0,2.0,1.0,6,69,1.0,1.0,1,0.0,2.0,1.0,0.0,1,0.0,1.0,2.0,1.0,D
4809,17,67,2.0,1.0,0.0,8,82,1.0,1.0,0,1.0,1.0,0.0,2.0,4,0.0,0.0,0.0,1.0,D
4810,25,60,1.0,0.0,0.0,6,71,0.0,1.0,2,2.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
4811,9,80,1.0,0.0,1.0,4,52,0.0,1.0,1,2.0,1.0,0.0,2.0,2,0.0,2.0,0.0,1.0,D
4812,24,82,1.0,1.0,0.0,4,85,0.0,0.0,1,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,D
4813,15,93,1.0,1.0,1.0,7,78,0.0,1.0,0,1.0,1.0,0.0,0.0,4,0.0,0.0,1.0,0.0,D
4814,22,80,1.0,2.0,1.0,9,72,0.0,1.0,2,1.0,1.0,0.0,1.0,4,0.0,1.0,0.0,1.0,D
4815,19,97,2.0,1.0,1.0,9,60,2.0,1.0,3,1.0,1.0,0.0,0.0,4,0.0,2.0,1.0,1.0,C
4816,28,85,1.0,1.0,1.0,9,81,0.0,1.0,2,0.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,C
4817,15,94,1.0,2.0,1.0,8,64,1.0,1.0,2,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0,D
4818,24,66,2.0,1.0,1.0,7,71,0.0,1.0,1,0.0,2.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
4819,18,94,0.0,1.0,1.0,9,53,1.0,1.0,3,0.0,1.0,0.0,0.0,3,0.0,1.0,1.0,1.0,D
