Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
25,66,1.0,2.0,1.0,7,84,0.0,1.0,2,2.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,D
20,82,0.0,1.0,0.0,8,66,0.0,1.0,0,2.0,1.0,0.0,2.0,2,0.0,2.0,0.0,0.0,D
14,84,2.0,2.0,0.0,8,99,1.0,0.0,3,1.0,2.0,0.0,1.0,4,0.0,2.0,0.0,1.0,C
24,82,1.0,2.0,0.0,8,50,1.0,1.0,0,1.0,1.0,0.0,2.0,2,0.0,2.0,1.0,0.0,D
6,73,1.0,1.0,0.0,8,93,0.0,1.0,0,0.0,1.0,1.0,1.0,1,1.0,0.0,2.0,1.0,E
25,62,1.0,1.0,1.0,7,95,0.0,1.0,1,2.0,1.0,0.0,1.0,4,1.0,1.0,0.0,0.0,D
20,76,1.0,2.0,1.0,7,86,1.0,1.0,2,1.0,1.0,0.0,0.0,5,0.0,0.0,0.0,1.0,D
27,68,0.0,1.0,0.0,8,79,1.0,1.0,2,0.0,2.0,1.0,0.0,1,1.0,2.0,1.0,1.0,D
13,82,1.0,2.0,0.0,5,73,0.0,1.0,4,0.0,1.0,0.0,0.0,4,0.0,0.0,0.0,0.0,D
1,88,1.0,2.0,1.0,4,72,2.0,1.0,3,1.0,1.0,1.0,0.0,2,0.0,1.0,0.0,0.0,A
22,81,2.0,1.0,1.0,9,71,1.0,1.0,2,2.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,D
22,77,1.0,2.0,0.0,7,85,0.0,1.0,2,0.0,1.0,0.0,1.0,2,0.0,1.0,0.0,0.0,D
10,75,1.0,1.0,0.0,8,87,0.0,1.0,2,1.0,1.0,0.0,2.0,4,1.0,0.0,0.0,1.0,D
14,94,0.0,1.0,1.0,6,76,1.0,0.0,0,0.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
37,69,1.0,2.0,1.0,9,87,1.0,0.0,1,0.0,1.0,0.0,0.0,2,0.0,1.0,2.0,1.0,D
18,89,1.0,0.0,0.0,8,76,2.0,1.0,0,0.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
24,90,0.0,1.0,1.0,7,55,1.0,1.0,1,2.0,1.0,0.0,0.0,2,0.0,2.0,2.0,0.0,D
7,72,1.0,1.0,1.0,4,94,1.0,1.0,4,1.0,1.0,1.0,2.0,4,0.0,2.0,0.0,0.0,D
19,79,1.0,2.0,1.0,8,63,1.0,1.0,4,0.0,2.0,0.0,1.0,2,0.0,0.0,1.0,0.0,D
18,64,1.0,2.0,1.0,9,89,0.0,1.0,1,1.0,2.0,1.0,1.0,3,0.0,0.0,1.0,0.0,D
18,62,2.0,1.0,1.0,7,76,1.0,1.0,2,1.0,1.0,1.0,0.0,3,1.0,1.0,0.0,1.0,D
19,64,1.0,1.0,1.0,7,56,1.0,1.0,0,0.0,1.0,1.0,1.0,4,0.0,0.0,0.0,1.0,D
22,67,1.0,2.0,0.0,7,70,2.0,1.0,2,0.0,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,D
19,80,2.0,1.0,1.0,9,54,1.0,1.0,0,0.0,1.0,0.0,0.0,2,0.0,2.0,1.0,0.0,D
12,94,1.0,0.0,1.0,9,89,1.0,1.0,1,0.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,D
23,69,1.0,2.0,1.0,6,60,1.0,1.0,2,0.0,2.0,1.0,0.0,4,0.0,0.0,0.0,0.0,D
8,97,1.0,2.0,1.0,8,58,2.0,1.0,2,2.0,1.0,0.0,1.0,2,0.0,1.0,0.0,1.0,D
8,98,0.0,1.0,1.0,7,60,1.0,1.0,1,2.0,2.0,1.0,0.0,3,0.0,2.0,0.0,1.0,D
24,98,1.0,2.0,0.0,8,61,1.0,1.0,6,1.0,2.0,1.0,2.0,3,0.0,0.0,0.0,1.0,C
23,94,2.0,1.0,1.0,6,84,2.0,1.0,0,0.0,2.0,0.0,1.0,3,0.0,2.0,0.0,0.0,C
20,75,1.0,1.0,1.0,9,82,2.0,1.0,0,0.0,0.0,0.0,2.0,5,0.0,1.0,1.0,1.0,D
12,63,1.0,1.0,0.0,8,56,0.0,1.0,4,1.0,1.0,0.0,2.0,4,0.0,1.0,1.0,0.0,D
16,83,1.0,1.0,1.0,9,86,1.0,1.0,5,0.0,2.0,1.0,0.0,4,0.0,0.0,1.0,1.0,D
18,82,1.0,1.0,1.0,5,67,2.0,0.0,1,1.0,2.0,0.0,1.0,4,0.0,1.0,0.0,0.0,D
10,94,1.0,2.0,0.0,5,73,1.0,1.0,1,1.0,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,D
16,100,1.0,2.0,0.0,10,56,1.0,1.0,1,2.0,1.0,0.0,1.0,2,0.0,0.0,0.0,1.0,D
24,80,1.0,1.0,0.0,9,85,0.0,1.0,3,0.0,1.0,0.0,2.0,4,0.0,0.0,0.0,0.0,D
29,74,1.0,2.0,1.0,6,69,1.0,1.0,1,0.0,2.0,1.0,0.0,1,0.0,1.0,2.0,1.0,D
17,67,2.0,1.0,0.0,8,82,1.0,1.0,0,1.0,1.0,0.0,2.0,4,0.0,0.0,0.0,1.0,D
25,60,1.0,0.0,0.0,6,71,0.0,1.0,2,2.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
9,80,1.0,0.0,1.0,4,52,0.0,1.0,1,2.0,1.0,0.0,2.0,2,0.0,2.0,0.0,1.0,D
24,82,1.0,1.0,0.0,4,85,0.0,0.0,1,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,D
15,93,1.0,1.0,1.0,7,78,0.0,1.0,0,1.0,1.0,0.0,0.0,4,0.0,0.0,1.0,0.0,D
22,80,1.0,2.0,1.0,9,72,0.0,1.0,2,1.0,1.0,0.0,1.0,4,0.0,1.0,0.0,1.0,D
19,97,2.0,1.0,1.0,9,60,2.0,1.0,3,1.0,1.0,0.0,0.0,4,0.0,2.0,1.0,1.0,C
28,85,1.0,1.0,1.0,9,81,0.0,1.0,2,0.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,C
15,94,1.0,2.0,1.0,8,64,1.0,1.0,2,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,0.0,D
24,66,2.0,1.0,1.0,7,71,0.0,1.0,1,0.0,2.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
18,94,0.0,1.0,1.0,9,53,1.0,1.0,3,0.0,1.0,0.0,0.0,3,0.0,1.0,1.0,1.0,D
19,87,2.0,1.0,0.0,4,89,1.0,1.0,0,0.0,0.0,0.0,2.0,5,1.0,2.0,1.0,1.0,D
19,67,1.0,0.0,1.0,8,55,1.0,0.0,0,1.0,2.0,1.0,2.0,4,0.0,0.0,0.0,0.0,D
15,68,1.0,2.0,0.0,5,95,2.0,1.0,1,1.0,1.0,1.0,2.0,2,1.0,1.0,0.0,1.0,D
20,97,2.0,0.0,1.0,6,93,0.0,1.0,1,2.0,2.0,0.0,2.0,1,0.0,1.0,2.0,0.0,C
20,61,2.0,1.0,0.0,8,99,1.0,1.0,0,1.0,2.0,0.0,1.0,4,0.0,1.0,0.0,0.0,D
21,79,1.0,1.0,1.0,8,95,2.0,1.0,0,1.0,1.0,0.0,1.0,2,0.0,2.0,0.0,1.0,D
21,73,1.0,1.0,0.0,6,99,1.0,0.0,1,0.0,1.0,0.0,1.0,5,0.0,0.0,0.0,0.0,D
25,87,1.0,1.0,0.0,8,94,2.0,1.0,0,1.0,2.0,0.0,2.0,4,0.0,0.0,0.0,0.0,C
26,94,0.0,1.0,0.0,8,56,0.0,1.0,1,2.0,1.0,0.0,0.0,2,0.0,1.0,0.0,1.0,D
14,74,2.0,1.0,1.0,7,72,2.0,0.0,2,1.0,1.0,1.0,0.0,3,0.0,1.0,0.0,0.0,D
25,77,0.0,1.0,1.0,7,54,1.0,1.0,2,1.0,1.0,0.0,1.0,1,0.0,1.0,1.0,0.0,D
13,99,1.0,1.0,1.0,10,77,0.0,1.0,0,1.0,2.0,1.0,0.0,3,0.0,1.0,1.0,1.0,D
24,91,2.0,2.0,1.0,7,76,1.0,1.0,0,1.0,1.0,1.0,2.0,2,0.0,0.0,1.0,1.0,C
24,96,2.0,2.0,1.0,7,96,1.0,1.0,1,1.0,1.0,0.0,0.0,3,0.0,0.0,0.0,1.0,C
9,78,1.0,1.0,0.0,7,98,0.0,1.0,3,0.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
21,69,2.0,0.0,1.0,7,63,1.0,1.0,0,1.0,1.0,0.0,2.0,3,0.0,0.0,1.0,0.0,D
17,76,1.0,1.0,1.0,8,79,0.0,0.0,1,0.0,1.0,0.0,1.0,4,1.0,2.0,2.0,1.0,D
15,89,2.0,0.0,0.0,9,73,2.0,1.0,2,0.0,0.0,1.0,1.0,2,0.0,0.0,0.0,0.0,D
28,64,1.0,1.0,1.0,7,77,1.0,1.0,1,2.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
16,71,2.0,0.0,1.0,6,77,0.0,1.0,4,1.0,1.0,0.0,1.0,5,1.0,1.0,1.0,0.0,D
15,62,0.0,2.0,0.0,10,96,0.0,1.0,0,1.0,2.0,1.0,2.0,4,0.0,0.0,2.0,0.0,D
24,93,1.0,2.0,0.0,4,56,0.0,1.0,4,0.0,2.0,0.0,0.0,2,0.0,2.0,1.0,1.0,C
19,61,2.0,0.0,1.0,10,67,0.0,0.0,1,1.0,1.0,0.0,2.0,6,0.0,2.0,0.0,1.0,D
27,87,2.0,1.0,1.0,9,88,1.0,1.0,1,0.0,2.0,0.0,2.0,4,1.0,1.0,0.0,0.0,C
23,97,1.0,2.0,0.0,9,84,0.0,1.0,1,2.0,1.0,0.0,2.0,3,1.0,0.0,2.0,1.0,C
7,69,0.0,1.0,0.0,9,82,0.0,1.0,1,1.0,2.0,1.0,2.0,3,0.0,2.0,0.0,1.0,D
17,88,1.0,2.0,1.0,10,100,1.0,1.0,1,0.0,2.0,0.0,2.0,2,0.0,2.0,0.0,1.0,C
17,99,1.0,1.0,0.0,5,67,0.0,1.0,2,1.0,1.0,1.0,1.0,4,0.0,2.0,2.0,0.0,D
4,69,1.0,2.0,1.0,6,99,1.0,1.0,0,1.0,2.0,0.0,1.0,2,0.0,0.0,1.0,0.0,D
35,64,1.0,0.0,0.0,6,85,2.0,1.0,2,1.0,2.0,1.0,1.0,2,0.0,0.0,1.0,0.0,D
23,66,1.0,2.0,1.0,7,82,2.0,1.0,1,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
21,88,2.0,0.0,0.0,6,58,1.0,1.0,3,2.0,1.0,1.0,1.0,4,0.0,1.0,0.0,0.0,C
27,89,1.0,1.0,0.0,5,62,1.0,1.0,0,0.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
34,87,1.0,0.0,0.0,6,69,2.0,1.0,3,0.0,1.0,1.0,1.0,2,0.0,1.0,1.0,0.0,C
25,73,1.0,0.0,1.0,7,73,1.0,1.0,1,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
26,67,1.0,1.0,0.0,9,75,1.0,1.0,2,1.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
21,83,1.0,1.0,0.0,6,95,2.0,1.0,4,2.0,2.0,0.0,1.0,2,0.0,0.0,2.0,1.0,C
19,79,1.0,2.0,1.0,8,55,1.0,1.0,3,1.0,1.0,1.0,1.0,4,1.0,2.0,0.0,0.0,D
17,89,0.0,1.0,1.0,5,62,2.0,1.0,2,1.0,1.0,1.0,2.0,2,0.0,1.0,0.0,1.0,D
15,78,1.0,2.0,0.0,4,57,2.0,1.0,2,1.0,2.0,0.0,0.0,2,0.0,0.0,0.0,1.0,D
16,74,1.0,0.0,1.0,7,87,1.0,1.0,0,0.0,0.0,0.0,2.0,3,0.0,1.0,0.0,1.0,D
12,72,0.0,0.0,1.0,6,99,2.0,1.0,0,0.0,1.0,0.0,2.0,4,0.0,1.0,2.0,1.0,D
20,68,1.0,2.0,1.0,6,95,1.0,1.0,0,0.0,1.0,0.0,2.0,4,0.0,0.0,0.0,1.0,D
10,71,1.0,2.0,1.0,6,86,1.0,1.0,1,1.0,0.0,0.0,0.0,2,1.0,2.0,0.0,0.0,D
21,64,0.0,2.0,1.0,6,51,0.0,1.0,0,2.0,0.0,0.0,0.0,3,0.0,1.0,1.0,1.0,D
20,74,0.0,1.0,1.0,6,67,2.0,1.0,0,1.0,1.0,1.0,0.0,4,1.0,1.0,1.0,1.0,D
17,67,2.0,0.0,0.0,5,83,2.0,1.0,3,0.0,1.0,0.0,2.0,3,0.0,0.0,1.0,0.0,D
38,90,2.0,1.0,1.0,4,60,0.0,1.0,2,0.0,1.0,0.0,1.0,4,0.0,1.0,1.0,0.0,C
28,73,0.0,1.0,1.0,4,73,1.0,1.0,2,2.0,2.0,0.0,2.0,2,0.0,2.0,0.0,1.0,C
21,89,0.0,1.0,0.0,7,76,1.0,1.0,3,2.0,1.0,0.0,2.0,2,0.0,0.0,2.0,1.0,D
16,83,1.0,2.0,1.0,9,95,1.0,1.0,2,0.0,2.0,0.0,1.0,2,0.0,1.0,0.0,0.0,D
12,61,1.0,1.0,1.0,7,81,1.0,1.0,2,2.0,1.0,0.0,1.0,3,0.0,1.0,2.0,0.0,D
23,90,2.0,1.0,1.0,7,62,1.0,1.0,3,1.0,0.0,1.0,2.0,2,0.0,2.0,1.0,0.0,C
26,94,2.0,0.0,1.0,5,53,0.0,1.0,0,0.0,2.0,0.0,1.0,2,0.0,0.0,0.0,0.0,D
26,67,0.0,2.0,1.0,6,81,2.0,1.0,4,0.0,2.0,0.0,1.0,3,1.0,1.0,0.0,0.0,D
28,73,0.0,1.0,1.0,7,63,0.0,1.0,0,0.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
15,67,1.0,2.0,1.0,4,94,2.0,1.0,1,1.0,1.0,1.0,2.0,5,0.0,0.0,2.0,0.0,D
23,84,0.0,0.0,1.0,9,56,0.0,0.0,1,1.0,2.0,0.0,2.0,4,0.0,0.0,0.0,1.0,D
24,88,2.0,2.0,0.0,9,71,1.0,1.0,2,2.0,2.0,0.0,0.0,3,0.0,0.0,0.0,1.0,C
17,73,1.0,0.0,0.0,4,59,2.0,1.0,2,0.0,2.0,1.0,0.0,4,0.0,0.0,1.0,1.0,D
15,82,1.0,2.0,1.0,6,90,2.0,0.0,2,2.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
30,88,1.0,1.0,1.0,7,68,0.0,1.0,1,1.0,2.0,0.0,2.0,3,0.0,1.0,0.0,1.0,C
21,77,1.0,0.0,1.0,8,59,1.0,1.0,3,0.0,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,D
24,94,0.0,1.0,0.0,9,86,2.0,1.0,2,0.0,1.0,0.0,1.0,3,0.0,1.0,0.0,1.0,C
15,91,1.0,0.0,1.0,6,91,0.0,1.0,0,1.0,1.0,0.0,2.0,3,0.0,1.0,1.0,1.0,D
13,63,1.0,1.0,0.0,10,73,0.0,1.0,2,0.0,2.0,0.0,0.0,3,0.0,2.0,1.0,0.0,D
17,85,2.0,2.0,1.0,7,69,1.0,1.0,4,0.0,2.0,1.0,1.0,2,0.0,0.0,0.0,1.0,C
14,82,1.0,1.0,1.0,8,83,1.0,1.0,0,1.0,1.0,0.0,0.0,2,0.0,0.0,1.0,0.0,D
20,98,0.0,2.0,1.0,7,83,1.0,0.0,0,0.0,1.0,0.0,1.0,3,0.0,0.0,2.0,1.0,D
10,95,2.0,1.0,0.0,7,64,2.0,1.0,4,0.0,1.0,1.0,2.0,3,0.0,2.0,0.0,0.0,C
13,76,0.0,1.0,1.0,10,97,2.0,1.0,4,0.0,0.0,0.0,1.0,3,0.0,1.0,1.0,0.0,D
24,72,2.0,2.0,0.0,7,61,1.0,1.0,3,0.0,1.0,1.0,1.0,2,0.0,0.0,0.0,1.0,D
24,69,1.0,0.0,1.0,6,69,1.0,1.0,0,0.0,2.0,1.0,1.0,4,0.0,1.0,0.0,0.0,D
18,81,0.0,1.0,1.0,6,64,1.0,1.0,1,1.0,1.0,0.0,2.0,4,0.0,0.0,1.0,1.0,D
14,65,1.0,2.0,1.0,9,97,0.0,1.0,3,0.0,2.0,0.0,2.0,4,0.0,0.0,0.0,1.0,D
14,82,2.0,0.0,1.0,8,91,2.0,1.0,1,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,D
18,60,1.0,2.0,0.0,5,91,0.0,1.0,2,0.0,1.0,0.0,0.0,4,1.0,0.0,0.0,0.0,D
24,73,1.0,1.0,1.0,5,50,0.0,1.0,1,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,D
26,69,0.0,0.0,1.0,7,84,1.0,1.0,0,1.0,1.0,1.0,1.0,3,1.0,0.0,1.0,0.0,D
17,99,1.0,1.0,1.0,8,62,1.0,1.0,3,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,0.0,C
13,89,0.0,2.0,1.0,6,98,1.0,1.0,0,1.0,1.0,1.0,0.0,4,0.0,0.0,0.0,0.0,D
22,74,2.0,2.0,0.0,4,77,0.0,1.0,0,2.0,1.0,1.0,0.0,3,1.0,0.0,0.0,0.0,D
15,64,2.0,1.0,0.0,5,78,1.0,1.0,2,0.0,1.0,0.0,2.0,2,0.0,0.0,1.0,0.0,D
17,81,2.0,0.0,1.0,9,68,2.0,1.0,1,0.0,0.0,1.0,2.0,3,0.0,1.0,0.0,1.0,D
28,69,0.0,1.0,0.0,8,77,1.0,1.0,3,1.0,1.0,0.0,1.0,4,0.0,1.0,1.0,1.0,D
25,81,1.0,1.0,0.0,9,87,0.0,1.0,1,0.0,2.0,1.0,0.0,1,0.0,2.0,1.0,1.0,D
21,93,0.0,2.0,1.0,9,78,0.0,1.0,1,1.0,0.0,0.0,1.0,2,1.0,0.0,2.0,0.0,D
12,85,1.0,2.0,1.0,6,82,1.0,1.0,1,2.0,1.0,0.0,1.0,2,0.0,0.0,2.0,0.0,D
21,85,2.0,2.0,1.0,6,74,1.0,1.0,2,1.0,1.0,0.0,1.0,4,0.0,0.0,0.0,1.0,C
26,82,1.0,1.0,1.0,7,86,1.0,1.0,0,0.0,2.0,0.0,1.0,2,1.0,2.0,0.0,0.0,D
18,97,2.0,0.0,1.0,8,95,2.0,1.0,1,1.0,1.0,0.0,2.0,2,0.0,2.0,1.0,0.0,C
28,97,2.0,0.0,1.0,9,53,0.0,1.0,0,0.0,1.0,1.0,0.0,3,0.0,1.0,1.0,1.0,C
28,81,1.0,1.0,1.0,10,55,1.0,1.0,2,1.0,0.0,1.0,1.0,3,0.0,0.0,0.0,0.0,D
30,72,1.0,1.0,0.0,8,84,1.0,1.0,1,0.0,2.0,1.0,2.0,1,0.0,0.0,0.0,0.0,D
22,78,0.0,2.0,1.0,8,69,2.0,1.0,2,0.0,1.0,0.0,0.0,2,0.0,0.0,0.0,1.0,D
24,67,1.0,1.0,0.0,10,64,0.0,1.0,1,0.0,1.0,0.0,2.0,2,1.0,1.0,2.0,1.0,D
28,85,1.0,0.0,0.0,7,59,0.0,1.0,1,0.0,1.0,0.0,1.0,3,0.0,2.0,2.0,0.0,D
23,80,2.0,1.0,0.0,9,79,1.0,1.0,1,1.0,2.0,0.0,0.0,2,0.0,2.0,0.0,0.0,D
17,64,1.0,2.0,1.0,8,67,1.0,1.0,3,0.0,1.0,0.0,0.0,3,0.0,1.0,0.0,0.0,D
17,68,1.0,2.0,1.0,8,75,1.0,1.0,2,0.0,2.0,1.0,2.0,3,0.0,1.0,0.0,1.0,D
21,79,2.0,0.0,1.0,7,98,2.0,1.0,2,0.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,D
12,96,2.0,2.0,0.0,5,88,2.0,1.0,0,1.0,1.0,1.0,2.0,2,0.0,1.0,1.0,1.0,C
19,83,2.0,1.0,0.0,8,90,0.0,1.0,3,0.0,1.0,0.0,2.0,3,0.0,1.0,1.0,1.0,D
27,87,1.0,1.0,1.0,8,56,1.0,1.0,3,1.0,2.0,0.0,1.0,3,0.0,2.0,0.0,0.0,C
7,74,1.0,1.0,1.0,6,66,0.0,1.0,1,0.0,2.0,1.0,2.0,2,0.0,0.0,0.0,1.0,D
29,83,1.0,1.0,0.0,7,55,2.0,1.0,2,0.0,0.0,1.0,0.0,4,0.0,0.0,0.0,1.0,D
27,78,1.0,1.0,0.0,6,98,0.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,0.0,2.0,0.0,D
17,86,0.0,1.0,0.0,6,84,2.0,1.0,0,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,1.0,D
23,62,1.0,1.0,0.0,6,51,1.0,1.0,5,2.0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.0,D
20,80,2.0,0.0,1.0,5,74,1.0,1.0,2,0.0,0.0,0.0,0.0,4,0.0,1.0,1.0,1.0,D
27,72,1.0,1.0,0.0,6,63,1.0,1.0,1,2.0,1.0,1.0,0.0,5,0.0,1.0,1.0,1.0,D
26,73,1.0,2.0,0.0,8,77,1.0,1.0,0,1.0,2.0,1.0,2.0,2,0.0,1.0,2.0,0.0,D
12,98,0.0,1.0,0.0,9,59,0.0,1.0,1,2.0,1.0,0.0,1.0,2,0.0,2.0,0.0,1.0,D
24,67,0.0,1.0,1.0,10,53,1.0,1.0,0,1.0,1.0,0.0,2.0,3,1.0,1.0,0.0,1.0,D
19,72,1.0,0.0,0.0,6,66,1.0,1.0,0,1.0,2.0,1.0,1.0,2,0.0,2.0,0.0,0.0,D
20,80,1.0,0.0,0.0,9,65,2.0,1.0,1,1.0,1.0,1.0,2.0,3,0.0,1.0,2.0,0.0,D
16,95,2.0,1.0,1.0,8,86,1.0,1.0,0,0.0,0.0,0.0,2.0,4,0.0,0.0,1.0,0.0,D
30,77,1.0,0.0,1.0,7,74,1.0,1.0,3,2.0,1.0,1.0,1.0,3,0.0,2.0,1.0,0.0,C
26,90,1.0,1.0,0.0,8,65,2.0,1.0,3,1.0,2.0,1.0,2.0,2,0.0,0.0,0.0,1.0,C
12,72,1.0,1.0,1.0,6,54,0.0,1.0,3,0.0,1.0,0.0,2.0,2,0.0,2.0,0.0,0.0,D
18,76,2.0,2.0,0.0,6,83,1.0,1.0,1,2.0,1.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
23,74,1.0,2.0,1.0,6,57,0.0,0.0,1,2.0,2.0,1.0,1.0,3,0.0,1.0,0.0,0.0,D
21,93,1.0,0.0,0.0,6,64,1.0,1.0,2,0.0,1.0,0.0,2.0,4,0.0,2.0,1.0,0.0,D
28,62,1.0,1.0,0.0,9,64,2.0,1.0,1,0.0,1.0,1.0,0.0,2,0.0,2.0,0.0,0.0,D
25,72,2.0,0.0,1.0,6,73,2.0,1.0,4,1.0,2.0,0.0,1.0,4,0.0,1.0,1.0,0.0,D
26,87,1.0,1.0,0.0,6,98,2.0,1.0,0,1.0,2.0,0.0,0.0,4,0.0,1.0,1.0,0.0,C
22,83,1.0,0.0,1.0,7,66,1.0,1.0,2,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,1.0,D
12,77,0.0,1.0,0.0,7,64,0.0,1.0,2,2.0,2.0,0.0,2.0,4,0.0,1.0,1.0,1.0,D
19,82,2.0,1.0,1.0,6,58,0.0,1.0,2,1.0,2.0,1.0,2.0,3,0.0,1.0,0.0,1.0,D
26,68,2.0,0.0,1.0,10,70,1.0,1.0,1,0.0,1.0,0.0,2.0,3,0.0,1.0,0.0,0.0,D
20,77,0.0,0.0,0.0,6,59,0.0,1.0,1,2.0,1.0,0.0,0.0,2,0.0,0.0,1.0,1.0,D
23,80,2.0,1.0,0.0,7,57,0.0,1.0,2,1.0,2.0,0.0,0.0,2,0.0,2.0,1.0,1.0,D
18,96,1.0,1.0,1.0,4,93,1.0,1.0,0,1.0,2.0,0.0,2.0,4,0.0,1.0,0.0,1.0,C
14,70,1.0,2.0,1.0,7,53,0.0,1.0,0,1.0,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,D
19,95,0.0,0.0,1.0,5,86,1.0,1.0,0,2.0,1.0,0.0,0.0,4,0.0,0.0,1.0,0.0,D
22,86,2.0,1.0,0.0,6,60,2.0,1.0,0,2.0,2.0,0.0,1.0,3,0.0,2.0,0.0,0.0,C
16,61,0.0,1.0,1.0,4,51,0.0,1.0,1,0.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,E
19,89,2.0,1.0,1.0,6,90,2.0,1.0,0,0.0,2.0,1.0,0.0,4,0.0,1.0,1.0,1.0,C
14,61,0.0,1.0,0.0,7,85,2.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,0.0,0.0,1.0,D
27,100,2.0,1.0,0.0,7,67,1.0,1.0,1,2.0,2.0,0.0,1.0,3,0.0,1.0,1.0,0.0,C
18,95,0.0,2.0,1.0,6,54,2.0,1.0,0,1.0,2.0,1.0,0.0,3,0.0,1.0,1.0,0.0,D
29,72,1.0,1.0,0.0,7,68,0.0,1.0,0,0.0,1.0,0.0,2.0,3,0.0,1.0,0.0,1.0,D
29,70,1.0,0.0,0.0,6,59,2.0,1.0,2,1.0,1.0,1.0,1.0,4,0.0,2.0,2.0,0.0,D
14,74,1.0,1.0,0.0,7,76,2.0,1.0,1,0.0,2.0,0.0,1.0,2,0.0,0.0,2.0,1.0,D
7,75,1.0,1.0,0.0,7,98,0.0,0.0,1,0.0,2.0,0.0,2.0,3,0.0,1.0,0.0,0.0,D
11,73,2.0,0.0,1.0,7,68,2.0,1.0,3,0.0,2.0,1.0,1.0,3,0.0,1.0,1.0,1.0,D
12,85,1.0,1.0,1.0,6,78,2.0,1.0,3,1.0,1.0,0.0,1.0,4,0.0,1.0,0.0,0.0,D
28,67,1.0,1.0,0.0,8,60,2.0,1.0,0,1.0,1.0,0.0,2.0,3,0.0,0.0,1.0,1.0,D
21,94,1.0,0.0,1.0,8,90,0.0,1.0,1,1.0,1.0,0.0,2.0,4,0.0,2.0,0.0,1.0,C
22,92,1.0,1.0,1.0,7,52,0.0,0.0,1,1.0,1.0,1.0,0.0,3,0.0,2.0,0.0,1.0,D
7,79,0.0,2.0,1.0,9,85,1.0,1.0,0,1.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,D
13,94,2.0,2.0,1.0,7,70,1.0,1.0,1,1.0,1.0,1.0,0.0,3,0.0,0.0,1.0,0.0,D
25,70,1.0,1.0,1.0,7,79,0.0,1.0,3,2.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
22,61,2.0,1.0,1.0,7,80,2.0,1.0,3,1.0,2.0,0.0,1.0,3,0.0,2.0,1.0,0.0,D
19,85,1.0,1.0,1.0,7,86,1.0,1.0,0,0.0,1.0,0.0,2.0,2,0.0,1.0,1.0,1.0,D
23,78,2.0,2.0,1.0,6,60,1.0,1.0,2,2.0,2.0,0.0,2.0,4,0.0,0.0,2.0,0.0,C
30,83,0.0,1.0,1.0,4,77,1.0,1.0,0,0.0,1.0,0.0,1.0,4,0.0,0.0,0.0,1.0,D
19,96,0.0,1.0,0.0,7,71,1.0,1.0,2,0.0,2.0,1.0,2.0,3,0.0,2.0,1.0,0.0,C
20,99,1.0,0.0,0.0,8,64,0.0,1.0,1,2.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
21,85,2.0,1.0,1.0,5,75,0.0,1.0,1,2.0,2.0,0.0,2.0,2,0.0,0.0,1.0,1.0,C
